PC1;PC2;PC3
3.0524178708372833;1.0702928921824635;2.814404539022993
-1.8569419447954232;-1.1416358926921122;-1.3285174291664799
2.1736933444184614;-0.398420242665955;0.0307270180775777
-1.9461463458039483;-1.4958019072372155;-0.43397100971942454
-0.6206172024765493;1.0225476370182884;-0.7175855938203234
0.15852625280445354;0.8824688154186816;-0.8928499309130817
0.04857581301514247;1.06287580754029;2.055710795489255
-1.67303078826867;-0.23050238870211986;0.6016602643247199
-2.1585984244238934;-0.24217491983060674;0.6489518230341748
-4.659255003558956;0.5616277327223193;0.6792324878466399
-1.849585650950091;-1.430187097382184;-0.4844682590674391
-0.8255815787459478;-2.3361132118084273;2.2617350837172885
3.1578961015759295;-1.6527575884357184;-0.12675615166940707
-1.1650533162274668;1.6632792230565843;-0.1653645140392597
-0.8086733169907518;-2.597415324652931;1.6641364120609696
3.858398302714379;0.16742662884052317;0.4001212037047296
-2.833140773473421;1.256813045135784;0.7267191019920829
0.5817653549122596;-0.7042197203800123;0.9800586071774349
2.040590711431323;2.8008577190949686;-0.6992703285946084
-1.1715693827026263;-1.768845401369911;2.043866360350279
0.276039590754018;-1.2930474115380193;2.0469370217612326
9.098326146527334;10.230077438758672;4.780722196671604
-0.05915441758816497;2.14584412368973;-0.4003179142818913
-0.0628140547793271;1.6854791855429123;-1.3449450672050671
-1.0421184449109164;1.9235020574656116;0.7597577831508185
0.045420276568986645;-2.7466061130816812;2.1647038880367364
-2.1048305453236407;1.6471939891433767;0.18966794125987446
1.197703842106718;1.3958109070941545;3.0733904464340327
-1.1866035127131018;-1.2359801197386648;-0.4182796902100366
3.8228057564254327;0.3195670789240282;-1.4582435600208814
-0.01171157199501296;-3.4310056654611314;1.1626077425595795
0.9692144450548801;-1.5594485662664874;-0.751483562704228
-1.3082205861128329;-0.5224472158167502;0.019299523505752574
-1.3015264396620994;1.6845379052972247;0.4416303662371913
2.413665300227385;0.15796126592087692;-0.46342782471847577
-1.8394040068978652;-0.10259764970808838;-0.5821406209522223
0.7913625804041593;1.759164433857473;-1.5938992532033152
-2.2757787302285846;-0.1353111242161811;1.0431598075193718
-1.0699916638865121;-2.1357232325649216;-0.31192491441448705
2.4737852266704397;-0.24210739941354925;1.1032934969511297
1.4752503628428366;1.2320828547168237;-0.0838107217168785
-2.2226398363171844;-0.7713573293692474;0.42868599567978216
-1.97319160686523;-1.4065475332774697;-0.9291190300252937
1.5077112006907294;-2.700675395323334;-0.8028091540942817
-2.32570072296668;-0.19688407995793272;-0.20748653947692808
3.225499466222048;-2.394582105251084;-0.8526419298077029
-1.0055172851721175;-1.4422165268890748;3.405303349433313
-2.1469967773553496;-0.4274060450213872;0.61274372810317
-2.627560400748674;1.2254614549129703;-1.1314014316782364
-0.07305881736283686;3.823715540015519;-0.5637758592084923
0.7271593699866431;-0.8245562469197073;-1.132188271221836
3.76060781729921;0.8911895219993703;-0.11379550563956031
-1.3433410577590605;-1.4618421004628885;1.5728246748433128
4.15221137467382;-1.5793226637792588;-0.4923069638485679
-0.7348236788353291;1.9065766993838096;-1.069251815535737
4.342282108971183;0.7852643911565645;-1.268132720846816
3.1595985567211473;-1.1504719115129718;0.8986757501674065
-1.246051486355999;-2.830390938205949;-0.24873655139607503
-1.0576232337424498;-1.6649511941365105;0.9329495970226355
-0.6785319501037177;1.6820161874282635;-0.2240275784959177
